연번,업체코드,분야,업체명,소재지,대표자,선정년도,23년배정인원,관할청
1183,220220222,중소벤처부설연구소,(주)이노팸 연구소,서울특별시 용산구 원효로 서 울특별시 용산구 원효로 146 13층 (원효로3가),이임평,2022,총괄배정,서울
1184,220190383,중소벤처부설연구소,(주)에프앤디파트너스 바이오형상 정보 연구소,"세종특별자치시 세종시 집현 중앙7로 3, 511호(산학연클러 스터 지원센터)",장현재,2019,배정제한,대전.충남
1185,220170261,중소벤처부설연구소,(주)이노테라피기업부설연구소,"서울특별시 영등포구 선유로 13길 25, 에이스하이테크시티 2차 1206호-1210호(문래동6 가)",이문수,2017,총괄배정,서울
1186,220210281,중소벤처부설연구소,(주)이노테라피 생명과학연구소,대전광역시 유성구 테크노8로 65-1,이문수,2021,총괄배정,대전.충남
1187,220210061,중소벤처부설연구소,(주)이노윌 기업부설연구소,대전광역시 대덕구 신일서로 85번길 55,최영종,2021,총괄배정,대전.충남
1188,220200200,중소벤처부설연구소,(주)이노스페이스 기업부설연구소,"세종특별자치시 세종시 가름 로 232, A동 415호(어진동, 비 지니스센터)",김수종,2020,총괄배정,대전.충남
1189,220210105,중소벤처부설연구소,(주)이노비 기업부설연구소,경기도 의왕시 오봉산단3로 25 더리브비즈원 지식산업센 터1201호(삼동),김승철,2021,총괄배정,경인
1190,220210289,중소벤처부설연구소,(주)이노보테라퓨틱스 기업부설연 구소,"대전광역시 유성구 테크노4로 17 대덕비즈센터 C동 413, 313, 420, 616호",박희동,2021,총괄배정,대전.충남
1191,220210082,중소벤처부설연구소,(주)이노백 기업부설연구소,"강원도 춘천시 강원대학길 1 동물생명과학대 2호관 303,304호 (효자동)",한태욱,2021,총괄배정,강원
1192,220150066,중소벤처부설연구소,(주)이노그리드클라우드컴퓨팅연 구센터,"서울특별시 중구 을지로 100, b동 10층 (을지로2가, 파인에 비뉴)",김명진,2015,총괄배정,서울
1193,220210317,중소벤처부설연구소,(주)이너트론 부설연구소,"인천광역시 연수구 하모니로 301, 2층,3층,4층","조학래,서수덕",2021,총괄배정,인천
1194,220210134,중소벤처부설연구소,(주)이글루코퍼레이션 빅데이터보 안연구소,"서울특별시 송파구 정의로8길 7, 한스빌딩 5층(문정동)",이득춘,2021,미신청,서울
1195,220220106,중소벤처부설연구소,(주)이가에이씨엠건축사사무소 기 업부설연구소,서울특별시 강남구 영동대로 316 새마을운동중앙회 3층 (대 치동),"조현석,하인철",2022,총괄배정,서울
1196,220220287,중소벤처부설연구소,(주)윤성에프앤씨기업부설연구소,경기도 안성시 공도읍 문터길 72-23,박치영,2022,총괄배정,경인
1197,220220221,중소벤처부설연구소,(주)유투바이오 기업부설연구소(IT),서울특별시 송파구 오금로 489 8층 (거여동),김진태,2022,총괄배정,서울
1198,220210164,중소벤처부설연구소,(주)엑솔런스 기업부설연구소,"서울특별시 양천구 안양천로 1071, 의학관 A동 5층 514호, 515호 (목동, 이대목동병원)",권기환,2021,배정제한,서울
1199,220220296,중소벤처부설연구소,(주)유캐스트FLYVO기업부설연구소,"경기도 성남시 분당구 황새울 로 262, 성옥빌딩 4층 일부(수 내동)",김재형,2022,총괄배정,경인
1200,220220068,중소벤처부설연구소,(주)유일로보틱스 기술연구소,인천광역시 남동구 남동서로 362번길  37-45 2층 (남촌동),김동헌,2022,총괄배정,인천
1201,220200277,중소벤처부설연구소,(주)유엔이 재난안전기술연구소,서울특별시 용산구 청파로 345 주연빌딩 1층 (서계동),여욱현,2020,총괄배정,서울
1202,220200418,중소벤처부설연구소,(주)유엑스팩토리 기업부설연구소,대전광역시 유성구 어은로48 번길 9-13 3층(어은동),박준영,2020,총괄배정,대전.충남
1203,220190334,중소벤처부설연구소,(주)유에스티21부설 해양공간정보 기술연구소,"인천광역시 연수구 갯벌로 129  306호(송도동, 산업기술 연구집적센터)",김종욱,2019,총괄배정,인천
1204,220220264,중소벤처부설연구소,(주)유씨아이테라퓨틱스 기업부설 연구소,"서울특별시 성동구 성수이로 10길 14 602호, 603호, 604호, 605호 (성수동2가)",정수영,2022,총괄배정,서울
1205,220200180,중소벤처부설연구소,(주)유성계전 기술연구소,"인천광역시 연수구 갯벌로 76 1층,2층(송도동)",이진락,2020,미신청,인천
1206,220200400,중소벤처부설연구소,(주)유빅스테라퓨틱스 기업부설연 구소,"인천광역시 연수구 송도과학 로 32 송도동, 송도테크노파크 IT센터 S동 16층 1603호, 1701 호",서보광,2020,총괄배정,인천
1207,220170301,중소벤처부설연구소,(주)유비파이기업부설연구소,서울특별시 관악구 남부순환 로 1962 정호진빌딩 2층 (봉천 동),임현,2017,미신청,서울
1208,220200498,중소벤처부설연구소,(주)유비씨 기술연구소,"경기도 안양시 동안구 시민대 로248번길 25, 6층 601호(관양 동, 경기창조산업안양센터)",조규종,2020,총괄배정,경인
1209,220200497,중소벤처부설연구소,(주)유디엔에스 기술연구소,"경기도 용인시 기흥구 기흥로 58-1, A동 1511호(구갈동, 기흥 ICT밸리 SK V1)",김성일,2020,총괄배정,경인
1210,220200270,중소벤처부설연구소,(주)유니온플레이스 기업부설연구 소,"서울특별시 구로구 디지털로 33길  55 1303호 (구로동,이앤 씨벤처드림타워2차)",전종욱,2020,미신청,서울
1211,220180209,중소벤처부설연구소,(주)엑스엘부설 광전자연구소,대전광역시 유성구 가정북로 26-103,주흥로,2018,배정제한,대전.충남
1212,220220335,중소벤처부설연구소,(주)유노믹 기업부설연구소,"부산광역시 동구 중앙대로 502, 4층(코드코빌딩)",유흥식,2022,총괄배정,부산
1213,220220214,중소벤처부설연구소,(주)윕스 기술연구소,"서울특별시 마포구 성암로 189 19층 (상암동, 중소기업 DMC타워)",이형칠,2022,총괄배정,서울
1214,220210218,중소벤처부설연구소,(주)윌링스부설 연구소,"경기도 용인시 처인구 모현읍 초부로54번길 7-3, 3층",안강순,2021,총괄배정,경인
1215,220150047,중소벤처부설연구소,(주)윌러스표준기술연구소기업부 설연구소,"경기도 성남시 분당구 황새울 로 216 5층 501호 일부, 502-3 호 일부(수내동, 휴맥스빌리 지)",곽진삼,2015,총괄배정,경인
1216,220200208,중소벤처부설연구소,(주)이엠인덱스 기업부설연구소,"대전광역시 유성구 유성대로 1646 409호 (전민동,사이언스 파크)",고창훈,2020,미신청,대전.충남
1217,220170031,중소벤처부설연구소,(주)윈텍오토메이션 부설연구소,"경기도 수원시 영통구 영통로 200번길 71 1층, 3층(영통동, 태광빌딩)",송일재,2017,총괄배정,경인
1218,220160161,중소벤처부설연구소,(주)윈스보안기술연구소,경기도 성남시 분당구 판교로 228번길 15 윈스동 3층,김보연,2016,총괄배정,경인
1219,220160067,중소벤처부설연구소,(주)위세아이텍 연구소,경기도 성남시 분당구 판교로 253 판교이노벨리 C동 503호 (삼평동),"김종현, 이제동",2016,총괄배정,경인
1220,220200091,중소벤처부설연구소,(주)위멤스 기업부설연구소,"광주광역시 북구 첨단과기로 123, 다산 621-1호",이종현,2020,총괄배정,광주.전남
1221,220220112,중소벤처부설연구소,(주)위딧 기업부설연구소,"서울특별시 강남구 강남대로 354, 혜천빌딩 1207호",권귀태,2022,총괄배정,서울
1222,220190180,중소벤처부설연구소,(주)위드텍 기업부설연구소,경기도 화성시 동탄산단10길 38 2~3층,"유승교, 박현열",2019,미신청,경인
1223,220220030,중소벤처부설연구소,(주)위드웨이브기업부설연구소,"경기도 용인시 기흥구 사은로 329, 위드웨이브빌딩(상하동)",이용구,2022,총괄배정,경인
1224,220220298,중소벤처부설연구소,(주)위드멤스연구소,"경기도 화성시 삼성1로5길 46 B1-202호,103호,302호,306호",구황섭,2022,총괄배정,경인
1225,220210332,중소벤처부설연구소,(주)위니텍 연구소,"대구광역시 달서구 송현로 205, 303호(본동, 대구공업대 복지관)",추교관,2021,총괄배정,대구.경북
1226,220200469,중소벤처부설연구소,(주)웹게이트 기업부설연구소,"경기도 군포시 공단로 284 6층 610호(금정동, 한림벤쳐타운)",김상석,2020,총괄배정,경인
1227,220220192,중소벤처부설연구소,(주)웨이센 기업부설연구소,"서울특별시 강남구 삼성로 524 5층 (삼성동, 세화빌딩)",김경남,2022,총괄배정,서울
1228,220170162,중소벤처부설연구소,(주)웨이비스연구소,"경기도 화성시 삼성1로5길 46 2층 201호, 3층 301호",김정곤,2017,미신청,경인
1229,220200022,중소벤처부설연구소,(주)웨이브피아 기업부설연구소,경기도 화성시 병점동로42번 길 13-1,이상훈,2020,미신청,경인
1230,220200239,중소벤처부설연구소,(주)웨이브코퍼레이션 기업부설연 구소,"서울특별시 강남구 테헤란로2 길 27, 13층 (역삼동)",채정훈,2020,미신청,서울
1231,220180044,중소벤처부설연구소,(주)웨이브일렉트로닉스 기업부설 연구소,경기도 수원시 영통구 광교로 152 3층(이의동),박천석,2018,미신청,경인
1232,220220143,중소벤처부설연구소,(주)웨이브릿지 기업부설연구소,"서울특별시 영등포구 의사당 대로 83 22층 115호, 116호 (여 의도동, 오투타워)",오종욱,2022,총괄배정,서울
1233,220220179,중소벤처부설연구소,(주)웨이브라이프스타일테크 기업 부설연구소,서울특별시 성동구 연무장5길 9-16 블루스톤타워 1005호(성 수동2가),김범진,2022,총괄배정,서울
1234,220140255,중소벤처부설연구소,(주)웨더피아 부설 기상환경미세먼 지연구소,"서울특별시 영등포구 의사당 대로1길 34, 인영빌딩 9층 901 호 (여의도동)",임상욱,2014,총괄배정,서울
1235,220170303,중소벤처부설연구소,(주)원프레딕트R&D센터,"서울특별시 강남구 테헤란로 419, 8층(삼성동, 강남파이낸 스플라자)",윤병동,2017,총괄배정,서울
1236,220220303,중소벤처부설연구소,(주)원진바이오테크놀로지기술연 구소,"경기도 수원시 영통구 창룡대 로256번길 91, 에이스광교타 워2 101~105호,202~208호(이 의동)",박성진,2022,총괄배정,경인
1237,220210005,중소벤처부설연구소,(주)원익피앤이 부설연구소,경기도 수원시 권선구 산업로 185 신관 5층 및 별관 2층(고색 동),박동찬,2021,총괄배정,경인
1238,220200068,중소벤처부설연구소,(주)원세미콘 기업부설연구소,"경기도 수원시 영통구 대학4 로 9, 501~503호(이의동, 리치 프라자 2차)",김창현,2020,총괄배정,경인
1239,220200457,중소벤처부설연구소,(주)원드롭 기업부설연구소,"경기도 성남시 중원구 갈마치 로 215 금강펜테리움IT타워, A-203호  (상대원동)",이주원,2020,총괄배정,경인
1240,220170258,중소벤처부설연구소,(주)원더풀플랫폼기업부설연구소,"서울특별시 서초구 바우뫼로 216, 3층,5층(양재동, 화인빌 딩)",구승엽,2017,총괄배정,서울
1241,220180113,중소벤처부설연구소,(주)울트라브이기업부설연구소,"서울특별시 성동구 상원길 19 8층 804호 (성수동1가, 신한IT TOWER)","권한진, 김지영",2018,총괄배정,서울
1242,220220056,중소벤처부설연구소,(주)울산랩 기업부설연구소,"울산광역시 남구 대학로 93, 울산대학교 산학협동관 618호",조상래,2022,총괄배정,부산
1243,220210065,중소벤처부설연구소,(주)우양 중앙연구소,충청남도 서천군 장항읍 장산 로 357,이구열,2021,총괄배정,대전.충남
1244,220180041,중소벤처부설연구소,(주)엠피에스코리아 기술연구소,"경기도 용인시 처인구 양지면 중부대로2401번길 14, 2층",양기일,2018,배정제한,경인
1245,220220280,중소벤처부설연구소,(주)우리소프트 부설 휴먼케어연구 소,"대구광역시 달서구 월배로 175 8층(상인동,우리빌딩) 801 호",김병일,2022,총괄배정,대구.경북
1246,220200399,중소벤처부설연구소,(주)우리별 기업부설연구소,경기도 김포시 양촌읍 황금1 로 89,이정석,2020,총괄배정,인천
1247,220200184,중소벤처부설연구소,(주)우담기술 기업부설연구소,경기도 김포시 양촌읍 대포산 단1로 33,안형준,2020,미신청,인천
1248,220220302,중소벤처부설연구소,(주)우노실리콘기업부설연구소,"경기도 성남시 수정구 달래내 로 46, 성남글로벌융합센터 B 동 610호일부(시흥동)",임성묵,2022,총괄배정,경인
1249,220220281,중소벤처부설연구소,(주)우경정보기술 IT 기술개발 연구 소,"대구광역시 수성구 알파시티1 로31길 24-5 1층, 4층(대흥동)",박윤하,2022,총괄배정,대구.경북
1250,220200369,중소벤처부설연구소,(주)와이파인텍 기업부설연구소,충청북도 청주시 흥덕구 옥산 면 옥산산단2로 63,김은겸,2020,총괄배정,충북
